artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename,SAG
Childe Hassam,1888,cityscape,1280.0,967.0,1779263.0,wikiart,인상주의,Cityscape,train_and_test,False,49119.jpg,Impressionism||Childe Hassam||cityscape
Guy Rose,,landscape,1214.0,1024.0,1663745.0,wikiart,인상주의,Arroyo Seco,train_and_test,False,86529.jpg,Impressionism||Guy Rose||landscape
Gustave Dore,1866,religious painting,1486.0,1883.0,379454.0,wikiart,낭만주의,The Burial of Sarah,train_and_test,False,58274.jpg,Romanticism||Gustave Dore||religious painting
William Hogarth,1755,genre painting,2024.0,1607.0,312734.0,wikiart,로코코 양식,Election propaganda,train_and_test,False,5622.jpg,Rococo||William Hogarth||genre painting
Tom Scott,1906.0,landscape,632.0,415.0,35416.0,wikiart,사실주의,Canal scene with windmil ,test_only,False,18810.jpg,Realism||Tom Scott||landscape
Thomas Hill,,landscape,1280.0,922.0,932431.0,wikiart,낭만주의,Scene of Yosemite. Bridalveil Fall,train_and_test,False,88798.jpg,Romanticism||Thomas Hill||landscape
John Jackson,,portrait,605.0,800.0,54996.0,wikiart,로코코 양식,Mr Hopper,test_only,False,27120.jpg,Rococo||John Jackson||portrait
Boris Kustodiev,1920.0,portrait,927.0,1000.0,139642.0,wikiart,아르누보,Portrait of O.I. Szymanowskaya,train_and_test,False,25344.jpg,Art Nouveau (Modern)||Boris Kustodiev||portrait
Leon Bakst,1910.0,design,710.0,1160.0,141342.0,wikiart,아르누보,"The Firebird, the tsarevna  ",train_and_test,False,26050.jpg,Art Nouveau (Modern)||Leon Bakst||design
Louis Comfort Tiffany,1920.0,design,650.0,650.0,43414.0,wikiart,아르누보,"Karat Gold, Platinum, Opal, Sapphire, and Garnet Brooch ",train_and_test,False,27367.jpg,Art Nouveau (Modern)||Louis Comfort Tiffany||design
Hubert Robert,1798.0,capriccio,1247.0,853.0,132425.0,wikiart,로코코 양식,Ancient Ruins Used as Public Baths,train_and_test,False,1005.jpg,Rococo||Hubert Robert||capriccio
Adriaen van Ostade,1647,genre painting,1576.0,1896.0,268517.0,wikiart,바로크 양식,Interior with a Peasant Family,train_and_test,False,16790.jpg,Baroque||Adriaen van Ostade||genre painting
Zdislav Beksinski,,symbolic painting,508.0,700.0,76875.0,wikiart,초현실주의,Untitled,train_and_test,False,38084.jpg,Surrealism||Zdislav Beksinski||symbolic painting
Jean Fouquet,c.1460,history painting,1101.0,1668.0,417942.0,wikiart,북부 르네상스,"The Arrival of Charles V (1337-80) in Paris, 28th May 1364",train_and_test,False,58598.jpg,Northern Renaissance||Jean Fouquet||history painting
Jan Matejko,,portrait,619.0,800.0,50029.0,wikiart,낭만주의,Bona Ossowiecka,train_and_test,False,69989.jpg,Romanticism||Jan Matejko||portrait
John Singer Sargent,1888,portrait,634.0,1249.0,149054.0,wikiart,사실주의,Mrs. George Gribble,train_and_test,False,80360.jpg,Realism||John Singer Sargent||portrait
Camille Corot,c.1842,landscape,1142.0,787.0,248433.0,wikiart,사실주의,Mountains in Auvergne,train_and_test,False,17700.jpg,Realism||Camille Corot||landscape
Berthe Morisot,1885,landscape,668.0,1104.0,176974.0,wikiart,인상주의,The Tuileries,train_and_test,False,88748.jpg,Impressionism||Berthe Morisot||landscape
Claude Monet,1885,cityscape,1537.0,1200.0,486616.0,wikiart,인상주의,Houses at Falaise in the Fog,train_and_test,False,99445.jpg,Impressionism||Claude Monet||cityscape
Edvard Munch,1889.0,genre painting,800.0,511.0,104351.0,wikiart,표현주의,Spring,train_and_test,False,101853.jpg,Expressionism||Edvard Munch||genre painting
Zinaida Serebriakova,1933,cityscape,1000.0,784.0,129434.0,wikiart,표현주의,Annecy ,train_and_test,False,46512.jpg,Expressionism||Zinaida Serebriakova||cityscape
Camille Corot,c.1874,landscape,907.0,599.0,528999.0,wikiart,사실주의,Girl Reading by the Water,train_and_test,False,63270.jpg,Realism||Camille Corot||landscape
Peter Paul Rubens,c.1605,mythological painting,1040.0,759.0,193990.0,wikiart,바로크 양식,The Fall of Phaeton,train_and_test,False,28410.jpg,Baroque||Peter Paul Rubens||mythological painting
Giovanni Fattori,1866.0,genre painting,1024.0,453.0,100864.0,wikipedia,인상주의,Dame im Freien sitzend,test_only,False,148.jpg,Impressionism||Giovanni Fattori||genre painting
Albrecht Durer,c.1509,religious painting,2024.0,1514.0,422818.0,wikiart,북부 르네상스,Heller Altarpiece ,train_and_test,False,100743.jpg,Northern Renaissance||Albrecht Durer||religious painting
Gustave Dore,,illustration,1808.0,2261.0,1397503.0,wikiart,낭만주의,"The Inferno, Canto 5",train_and_test,False,74444.jpg,Romanticism||Gustave Dore||illustration
Mary Cassatt,c.1914,genre painting,808.0,982.0,169920.0,wikiart,인상주의,Mother Holding Her Baby,train_and_test,False,53746.jpg,Impressionism||Mary Cassatt||genre painting
Konstantin Yuon,1923,landscape,700.0,515.0,247003.0,wikiart,사실주의,Sergiyev Posad. View of the Monastery with Oak,train_and_test,False,690.jpg,Realism||Konstantin Yuon||landscape
Egon Schiele,1914,nude painting (nu),629.0,1040.0,107203.0,wikiart,표현주의,Standing Male Nude with a Red Loincloth,train_and_test,False,79140.jpg,Expressionism||Egon Schiele||nude painting (nu)
Edouard Manet,1869,genre painting,967.0,1199.0,215944.0,wikiart,사실주의,Boy Blowing Bubbles,train_and_test,False,54293.jpg,Realism||Edouard Manet||genre painting
William Turner,,cityscape,441.0,590.0,75615.0,wikiart,낭만주의,"The Grand Canal Scene, A Street In Venice",train_and_test,False,85556.jpg,Romanticism||William Turner||cityscape
Giovanni Boldini,,portrait,900.0,636.0,266245.0,wikiart,사실주의,Adolf Friedrich Erdmann von Menzel,train_and_test,False,78801.jpg,Realism||Giovanni Boldini||portrait
Lynd Ward,1936.0,illustration,814.0,1265.0,150532.0,wikiart,표현주의,Song Without Words,train_and_test,False,37698.jpg,Expressionism||Lynd Ward||illustration
David Bates,1901.0,landscape,944.0,611.0,112916.0,wikiart,사실주의,"The Banks of the Brathay, Ambleside, Westmoreland ",train_and_test,False,14134.jpg,Realism||David Bates||landscape
Albrecht Durer,,religious painting,2536.0,1871.0,681586.0,wikiart,북부 르네상스,Temptation of St. Anthony,train_and_test,False,29533.jpg,Northern Renaissance||Albrecht Durer||religious painting
Paul Klee,1939,portrait,525.0,700.0,95997.0,wikiart,표현주의,Head of a child ,train_and_test,False,102692.jpg,Expressionism||Paul Klee||portrait
Ivan Bilibin,1903.0,illustration,600.0,384.0,89144.0,wikiart,아르누보,"Bogatyr Volga. Illustration for the epic ""Volga""",train_and_test,False,43161.jpg,Art Nouveau (Modern)||Ivan Bilibin||illustration
Tom Roberts,1888.0,genre painting,1280.0,750.0,473959.0,wikiart,인상주의,Impression ,test_only,False,86146.jpg,Impressionism||Tom Roberts||genre painting
Ford Madox Brown,1856,portrait,450.0,510.0,39894.0,wikiart,낭만주의,Portrait of William Michael Rossetti (1829-1919) by Lamplight,test_only,False,102170.jpg,Romanticism||Ford Madox Brown||portrait
Jules Breton,1864.0,genre painting,1024.0,737.0,668464.0,wikiart,사실주의,A Party for Grandfather ,train_and_test,False,18503.jpg,Realism||Jules Breton||genre painting
Federico Zandomeneghi,,genre painting,755.0,901.0,195313.0,wikiart,인상주의,The Reader,train_and_test,False,103121.jpg,Impressionism||Federico Zandomeneghi||genre painting
Jan Matejko,,portrait,451.0,600.0,57734.0,wikiart,낭만주의,Wladyslaw the Short,train_and_test,False,51317.jpg,Romanticism||Jan Matejko||portrait
Isaac Levitan,c.1895,landscape,1000.0,680.0,148870.0,wikiart,사실주의,Autumn landscape,train_and_test,False,92560.jpg,Realism||Isaac Levitan||landscape
Camille Corot,1869,landscape,644.0,1041.0,184022.0,wikiart,사실주의,"Mantes, View of the Cathedral and Town through the Trees",train_and_test,False,85500.jpg,Realism||Camille Corot||landscape
Vasily Vereshchagin,1876,genre painting,749.0,1000.0,170236.0,wikiart,사실주의,Fakirs,train_and_test,False,48895.jpg,Realism||Vasily Vereshchagin||genre painting
Ivan Shishkin,1894.0,landscape,704.0,1000.0,218498.0,wikiart,사실주의,Covert,train_and_test,False,48262.jpg,Realism||Ivan Shishkin||landscape
Aleksey Savrasov,c.1860,landscape,1000.0,590.0,96333.0,wikiart,사실주의,Sea,train_and_test,False,33302.jpg,Realism||Aleksey Savrasov||landscape
Jan Matejko,1888.0,battle painting,800.0,408.0,99104.0,wikiart,낭만주의,Battle of Raclawice,train_and_test,False,36299.jpg,Romanticism||Jan Matejko||battle painting
Raphael Kirchner,1904.0,genre painting,600.0,1068.0,70406.0,wikiart,아르누보,Strenges Urteil,train_and_test,False,101222.jpg,Art Nouveau (Modern)||Raphael Kirchner||genre painting
Mary Cassatt,1901,portrait,714.0,1104.0,235411.0,wikiart,인상주의,Somone in a White Bonnet,train_and_test,False,61350.jpg,Impressionism||Mary Cassatt||portrait
Rembrandt,1646,religious painting,1091.0,750.0,130246.0,wikipedia,바로크 양식,Holy Family with a Curtain,train_and_test,False,45446.jpg,Baroque||Rembrandt||religious painting
Nikolay Bogdanov-Belsky,,genre painting,379.0,584.0,52949.0,wikiart,사실주의,Newcomers,train_and_test,False,55495.jpg,Realism||Nikolay Bogdanov-Belsky||genre painting
Winston Churchill,,landscape,500.0,344.0,34529.0,wikiart,인상주의,Cloud Swept Landscape in South France,train_and_test,False,79021.jpg,Impressionism||Winston Churchill||landscape
Lucian Freud,1957,portrait,1158.0,1333.0,240154.0,wikiart,표현주의,Woman in a White Shirt,train_and_test,False,2579.jpg,Expressionism||Lucian Freud||portrait
Gustave Courbet,1866,marina,1105.0,886.0,163622.0,wikiart,사실주의,Seascape,train_and_test,False,82529.jpg,Realism||Gustave Courbet||marina
Peter Paul Rubens,c.1611,mythological painting,1165.0,950.0,174832.0,wikipedia,바로크 양식,Juno and Argus,train_and_test,False,52570.jpg,Baroque||Peter Paul Rubens||mythological painting
Max Ernst,1934,illustration,1211.0,1496.0,411744.0,wikiart,초현실주의,"Illustration to ""A Week of Kindness""",train_and_test,False,94238.jpg,Surrealism||Max Ernst||illustration
Albrecht Durer,,sketch and study,826.0,1000.0,364535.0,wikiart,북부 르네상스,The Holy Family In A Room,train_and_test,False,29862.jpg,Northern Renaissance||Albrecht Durer||sketch and study
Vincent van Gogh,1885,portrait,1375.0,1776.0,789555.0,wikiart,사실주의,Head of a Peasant Woman in a Green Shawl,train_and_test,False,27523.jpg,Realism||Vincent van Gogh||portrait
Zdislav Beksinski,,symbolic painting,491.0,600.0,34990.0,wikiart,초현실주의,Untitled,train_and_test,False,31148.jpg,Surrealism||Zdislav Beksinski||symbolic painting
Isaac Levitan,1888,landscape,1000.0,746.0,164285.0,wikiart,사실주의,View in Plyos,train_and_test,False,56504.jpg,Realism||Isaac Levitan||landscape
Vladimir Borovikovsky,1794,portrait,1350.0,2000.0,785870.0,wikiart,로코코 양식,"Portrait of Catherine II, Empress of Russia",train_and_test,False,102438.jpg,Rococo||Vladimir Borovikovsky||portrait
Edward Burne-Jones,1883,portrait,1030.0,1494.0,1022436.0,wikiart,낭만주의,"Georgiana Burne Jones, their children Margaret and Philip in the background",train_and_test,False,53655.jpg,Romanticism||Edward Burne-Jones||portrait
Zdislav Beksinski,,symbolic painting,1040.0,845.0,270745.0,wikiart,초현실주의,Untitled,train_and_test,False,53296.jpg,Surrealism||Zdislav Beksinski||symbolic painting
Melchior d'Hondecoeter,1686.0,animal painting,1250.0,1088.0,176383.0,wikiart,바로크 양식,Birds in a Park,test_only,False,38530.jpg,Baroque||Melchior d'Hondecoeter||animal painting
Vincent van Gogh,1882,portrait,1631.0,2790.0,1347115.0,wikiart,사실주의,Old Man with a Top Hat,train_and_test,False,1906.jpg,Realism||Vincent van Gogh||portrait
Ivan Shishkin,1886.0,landscape,1000.0,642.0,171637.0,wikiart,사실주의,Field,train_and_test,False,100983.jpg,Realism||Ivan Shishkin||landscape
Raphael Kirchner,,design,600.0,937.0,126647.0,wikiart,아르누보,Old Times,train_and_test,False,14571.jpg,Art Nouveau (Modern)||Raphael Kirchner||design
John Jackson,1830.0,portrait,786.0,944.0,60843.0,wikiart,로코코 양식,Reverend David McNicoll ,test_only,False,49485.jpg,Rococo||John Jackson||portrait
Thomas Lawrence,1810.0,portrait,471.0,685.0,49591.0,wikiart,낭만주의,James Haughton Langston of Sarsden ,train_and_test,False,84985.jpg,Romanticism||Thomas Lawrence||portrait
Dmitry Levitzky,1773,portrait,1113.0,1468.0,564833.0,wikiart,로코코 양식,Portrait of E. N. Khruschova and Princess E. N. Khovanskaya,train_and_test,False,34591.jpg,Rococo||Dmitry Levitzky||portrait
Ford Madox Brown,,portrait,495.0,512.0,37628.0,wikiart,낭만주의,Cathy Madox Brown at the age of three years,test_only,False,2190.jpg,Romanticism||Ford Madox Brown||portrait
Zdislav Beksinski,,symbolic painting,555.0,768.0,34379.0,wikiart,초현실주의,Untitled,train_and_test,False,96489.jpg,Surrealism||Zdislav Beksinski||symbolic painting
Claude Monet,c.1873,landscape,1600.0,1185.0,561100.0,wikiart,인상주의,"Lilacs, Grey Weather",train_and_test,False,61702.jpg,Impressionism||Claude Monet||landscape
Serge Brignoni,1965.0,symbolic painting,400.0,601.0,186332.0,wikiart,초현실주의,Nachtvögel,train_and_test,False,10050.jpg,Surrealism||Serge Brignoni||symbolic painting
Frans Hals,c.1635,portrait,804.0,1001.0,187269.0,wikiart,바로크 양식,Portrait of a Man,train_and_test,False,17470.jpg,Baroque||Frans Hals||portrait
Childe Hassam,1900,cityscape,1218.0,1024.0,1676505.0,wikiart,인상주의,Dewey's Arch,train_and_test,False,47653.jpg,Impressionism||Childe Hassam||cityscape
Zdislav Beksinski,,symbolic painting,752.0,990.0,67528.0,wikiart,초현실주의,Untitled,train_and_test,False,41342.jpg,Surrealism||Zdislav Beksinski||symbolic painting
Zdislav Beksinski,,symbolic painting,600.0,590.0,59633.0,wikiart,초현실주의,Untitled,train_and_test,False,31570.jpg,Surrealism||Zdislav Beksinski||symbolic painting
Pavel Fedotov,1851,portrait,542.0,753.0,23227.0,wikiart,사실주의,Portrait of Olga Ivanovna and Fedor Ivanov,train_and_test,False,5327.jpg,Realism||Pavel Fedotov||portrait
Jean Arp,1917,abstract,784.0,1068.0,86750.0,wikiart,초현실주의,Terrestrial Forest Form,test_only,False,25670.jpg,Surrealism||Jean Arp||abstract
Oskar Kokoschka,1934,cityscape,1608.0,1235.0,362492.0,wikiart,표현주의,Charles Bridge,train_and_test,False,42144.jpg,Expressionism||Oskar Kokoschka||cityscape
Jan van Eyck,1432,religious painting,565.0,1310.0,170830.0,wikiart,북부 르네상스,The Ghent Altar (detail),train_and_test,False,35825.jpg,Northern Renaissance||Jan van Eyck||religious painting
Albert Anker,1885.0,portrait,849.0,1024.0,174096.0,wikiart,사실주의,Portrait of a girl,train_and_test,False,15549.jpg,Realism||Albert Anker||portrait
Edvard Munch,1895.0,genre painting,1687.0,1255.0,413068.0,wikiart,표현주의,The Day After,train_and_test,False,32541.jpg,Expressionism||Edvard Munch||genre painting
Constant Troyon,,animal painting,1000.0,653.0,202080.0,wikiart,사실주의,Cows Grazing,train_and_test,False,27456.jpg,Realism||Constant Troyon||animal painting
Albrecht Durer,,religious painting,1576.0,2254.0,490013.0,wikiart,북부 르네상스,Mary with child wound on the grassy bank,train_and_test,False,12022.jpg,Northern Renaissance||Albrecht Durer||religious painting
Louay Kayyali,,genre painting,511.0,512.0,260082.0,wikiart,표현주의,The Bead Seller,test_only,False,48703.jpg,Expressionism||Louay Kayyali||genre painting
William Merritt Chase,1889,genre painting,1280.0,922.0,240016.0,wikiart,인상주의,I am Going to See Grandma (aka Mrs. Chase and Child),train_and_test,False,55391.jpg,Impressionism||William Merritt Chase||genre painting
Dorothy Lathrop,1920.0,illustration,712.0,1000.0,129250.0,wikiart,아르누보,‘Mopsa The Fairy’ by Jean Ingelow ,train_and_test,False,95030.jpg,Art Nouveau (Modern)||Dorothy Lathrop||illustration
Andre Masson,1948.0,figurative,500.0,388.0,69717.0,wikiart,초현실주의,The Frogs ,test_only,False,49512.jpg,Surrealism||Andre Masson||figurative
Aubrey Beardsley,,design,808.0,1280.0,670384.0,wikiart,아르누보,The Woman Who Did,train_and_test,False,30439.jpg,Art Nouveau (Modern)||Aubrey Beardsley||design
Edouard Manet,1877,portrait,582.0,716.0,30839.0,wikiart,사실주의,Portrait of Antonin Proust (Study),train_and_test,False,47236.jpg,Realism||Edouard Manet||portrait
Valentin Serov,1903.0,portrait,1000.0,845.0,166359.0,wikiart,인상주의,Portrait of Yevdokia Loseva,train_and_test,False,8324.jpg,Impressionism||Valentin Serov||portrait
Pablo Picasso,1905,genre painting,1446.0,2069.0,605603.0,wikiart,표현주의,Young acrobat and clown,train_and_test,False,82385.jpg,Expressionism||Pablo Picasso||genre painting
Edouard Manet,c.1867,genre painting,1033.0,522.0,116659.0,wikiart,인상주의,Races at Longchamp,train_and_test,False,83672.jpg,Impressionism||Edouard Manet||genre painting
Charles M. Russell,1897.0,genre painting,1165.0,821.0,197383.0,wikiart,낭만주의,Indian Scouting Party ,train_and_test,False,101053.jpg,Romanticism||Charles M. Russell||genre painting
Zdislav Beksinski,,symbolic painting,845.0,1040.0,307632.0,wikiart,초현실주의,Untitled,train_and_test,False,71252.jpg,Surrealism||Zdislav Beksinski||symbolic painting
Charles Willson Peale,1795.0,portrait,685.0,901.0,74621.0,wikiart,로코코 양식,Portrait of Edmund Physick ,train_and_test,False,4231.jpg,Rococo||Charles Willson Peale||portrait
Eugene Boudin,1876,cityscape,952.0,644.0,588959.0,wikiart,인상주의,"Rotterdam, the Pont de la Bourse",train_and_test,False,1604.jpg,Impressionism||Eugene Boudin||cityscape
Tom Roberts,1925.0,landscape,1200.0,791.0,664244.0,wikiart,인상주의,"Washing Day, Kallista ",test_only,False,6161.jpg,Impressionism||Tom Roberts||landscape
Vasily Perov,1864,genre painting,1159.0,1600.0,873307.0,wikiart,사실주의,Parisian rag-picker ,train_and_test,False,94393.jpg,Realism||Vasily Perov||genre painting
Martiros Saryan,1911,genre painting,735.0,1000.0,181830.0,wikiart,표현주의,Walking woman,train_and_test,False,15837.jpg,Expressionism||Martiros Saryan||genre painting
Howard Pyle,,illustration,686.0,912.0,320679.0,wikiart,낭만주의,Otto of the Silver Hand  10,train_and_test,False,88346.jpg,Romanticism||Howard Pyle||illustration
Lucian Freud,1975,portrait,446.0,661.0,121647.0,wikiart,표현주의,Head of the Big Man,train_and_test,False,1995.jpg,Expressionism||Lucian Freud||portrait
Francesco Guardi,1770,veduta,1000.0,710.0,192260.0,wikiart,바로크 양식,The Torre del Orologio,test_only,False,48391.jpg,Baroque||Francesco Guardi||veduta
Pierre-Auguste Renoir,1890,portrait,863.0,1106.0,140143.0,wikiart,인상주의,Portrait of Pierre Renoir in a Sailor Suit,train_and_test,False,38572.jpg,Impressionism||Pierre-Auguste Renoir||portrait
Giovanni Battista Tiepolo,1738,religious painting,800.0,1389.0,189061.0,wikiart,로코코 양식,Pope St Clement Adoring the Trinity,train_and_test,False,97523.jpg,Rococo||Giovanni Battista Tiepolo||religious painting
Gustave Caillebotte,c.1876,landscape,1186.0,867.0,64990.0,wikiart,인상주의,Garden at Yerres,train_and_test,False,33189.jpg,Impressionism||Gustave Caillebotte||landscape
Ivan Aivazovsky,1886,landscape,1000.0,737.0,98176.0,wikiart,낭만주의,Moon Path,train_and_test,False,6118.jpg,Romanticism||Ivan Aivazovsky||landscape
Fyodor Rokotov,c.1770,portrait,590.0,739.0,20575.0,wikiart,로코코 양식,Portrait of Anna Yuryevna Kvashnina-Samarina,train_and_test,False,922.jpg,Rococo||Fyodor Rokotov||portrait
Dante Gabriel Rossetti,1861,portrait,2832.0,3508.0,3254465.0,wikiart,낭만주의,Fair Rosamund,train_and_test,False,99218.jpg,Romanticism||Dante Gabriel Rossetti||portrait
Vasily Vereshchagin,1866,portrait,655.0,1000.0,148364.0,wikiart,사실주의,Burlak who hold hands on the strap,train_and_test,False,24897.jpg,Realism||Vasily Vereshchagin||portrait
Raphael Kirchner,1901.0,design,600.0,620.0,67246.0,wikiart,아르누보,A half of a Virgin,train_and_test,False,9788.jpg,Art Nouveau (Modern)||Raphael Kirchner||design
Canaletto,c.1740,veduta,2560.0,1677.0,553516.0,wikiart,로코코 양식,A Regatta on the Grand Canal,train_and_test,False,48833.jpg,Rococo||Canaletto||veduta
Luca Giordano,1685.0,allegorical painting,800.0,611.0,74012.0,wikiart,바로크 양식,The Parable of the Prodigal Son. Driven out by His Former Companions ,train_and_test,False,3438.jpg,Baroque||Luca Giordano||allegorical painting
Maurice Prendergast,c.1899,cityscape,1704.0,1898.0,501361.0,wikiart,인상주의,Venice,train_and_test,False,39365.jpg,Impressionism||Maurice Prendergast||cityscape
Antoine Blanchard,,cityscape,1057.0,750.0,1489489.0,wikiart,인상주의,"Place Saint Michel, Notre Dame",train_and_test,False,92207.jpg,Impressionism||Antoine Blanchard||cityscape
Childe Hassam,,marina,998.0,725.0,152872.0,wikiart,인상주의,Moonlight,train_and_test,False,100245.jpg,Impressionism||Childe Hassam||marina
Francesco Guardi,1780,cityscape,544.0,800.0,143639.0,wikiart,바로크 양식,City View,test_only,False,37563.jpg,Baroque||Francesco Guardi||cityscape
Aubrey Beardsley,1896,illustration,1545.0,2221.0,556595.0,wikiart,아르누보,The Examination of the Herald,train_and_test,False,45250.jpg,Art Nouveau (Modern)||Aubrey Beardsley||illustration
John Singer Sargent,1904,landscape,1200.0,854.0,315399.0,wikiart,인상주의,"Purtud, Bed of a Glacier Torrent",train_and_test,False,70714.jpg,Impressionism||John Singer Sargent||landscape
Ferdinand Hodler,1904,landscape,2670.0,2352.0,3511667.0,wikiart,아르누보,Forest Brook at Leissingen,train_and_test,False,9765.jpg,Art Nouveau (Modern)||Ferdinand Hodler||landscape
Theodore Gericault,,animal painting,758.0,583.0,86734.0,wikiart,낭만주의,The Horse Market,train_and_test,False,23064.jpg,Romanticism||Theodore Gericault||animal painting
James Tissot,c.1878,genre painting,3003.0,1925.0,378673.0,wikiart,사실주의,The Letter,train_and_test,False,9190.jpg,Realism||James Tissot||genre painting
Marc Chagall,1966,symbolic painting,1820.0,1390.0,344897.0,wikiart,초현실주의,War,train_and_test,False,32382.jpg,Surrealism||Marc Chagall||symbolic painting
Aubrey Beardsley,,genre painting,1762.0,2688.0,1416418.0,wikiart,아르누보,Rejane,train_and_test,False,67782.jpg,Art Nouveau (Modern)||Aubrey Beardsley||genre painting
Nicolae Tonitza,1924.0,portrait,868.0,1000.0,151853.0,wikiart,표현주의,Girl in White,test_only,False,100908.jpg,Expressionism||Nicolae Tonitza||portrait
Arkhip Kuindzhi,c.1905,landscape,1000.0,675.0,133012.0,wikiart,인상주의,In the Crimea,train_and_test,False,65332.jpg,Impressionism||Arkhip Kuindzhi||landscape
Tom Roberts,1886.0,genre painting,948.0,1280.0,256559.0,wikiart,인상주의,Twenty Minutes Past Three ,test_only,False,14675.jpg,Impressionism||Tom Roberts||genre painting
Joseph Wright,1785,landscape,750.0,592.0,62955.0,wikiart,낭만주의,Dovedale by Moonlight,train_and_test,False,43533.jpg,Romanticism||Joseph Wright||landscape
Francisco Goya,1777,genre painting,2537.0,2339.0,1157519.0,wikiart,낭만주의,Dance of the Majos at the Banks of Manzanares,train_and_test,False,83917.jpg,Romanticism||Francisco Goya||genre painting
Jacob Jordaens,1615,mythological painting,1713.0,1348.0,1531737.0,wikiart,바로크 양식,Rape of Europa,train_and_test,False,49947.jpg,Baroque||Jacob Jordaens||mythological painting
Claude Monet,1872,genre painting,2346.0,1885.0,1117530.0,wikiart,인상주의,The Garden,train_and_test,False,57835.jpg,Impressionism||Claude Monet||genre painting
Alfred Sisley,1878,cityscape,1554.0,1902.0,1176937.0,wikiart,인상주의,Snow at Louveciennes,train_and_test,False,46709.jpg,Impressionism||Alfred Sisley||cityscape
Maurice Quentin de La Tour,,sketch and study,1140.0,1488.0,313478.0,wikiart,로코코 양식,Mademoiselle Camargo,train_and_test,False,101764.jpg,Rococo||Maurice Quentin de La Tour||sketch and study
Konstantin Bogaevsky,c.1935,landscape,1000.0,421.0,67705.0,wikiart,사실주의,View of Sudak,train_and_test,False,25201.jpg,Realism||Konstantin Bogaevsky||landscape
Mykola Pymonenko,1891,genre painting,800.0,552.0,132340.0,wikiart,사실주의,Easter morning prayer in Malorosia ,test_only,False,23718.jpg,Realism||Mykola Pymonenko||genre painting
Oskar Kokoschka,1910,portrait,1437.0,1763.0,343202.0,wikiart,표현주의,Conte Verona,train_and_test,False,53419.jpg,Expressionism||Oskar Kokoschka||portrait
John Wilson Carmichael,,marina,600.0,397.0,55945.0,wikiart,낭만주의,The Brayford Pool and Lincoln Cathedral,train_and_test,False,284.jpg,Romanticism||John Wilson Carmichael||marina
Frits Thaulow,,landscape,1000.0,622.0,124819.0,wikiart,인상주의,Winter at Simoa River,train_and_test,False,89413.jpg,Impressionism||Frits Thaulow||landscape
Edouard Manet,1882,genre painting,1024.0,768.0,636299.0,wikiart,인상주의,A Bar at the Folies-Bergere,train_and_test,False,65594.jpg,Impressionism||Edouard Manet||genre painting
Vasily Polenov,c.1900,religious painting,1000.0,614.0,181426.0,wikiart,사실주의,What People Think about Me ,train_and_test,False,41075.jpg,Realism||Vasily Polenov||religious painting
Lucian Freud,1986,portrait,578.0,800.0,122885.0,wikiart,표현주의,Bella,train_and_test,False,64630.jpg,Expressionism||Lucian Freud||portrait
Vasily Tropinin,1830,portrait,488.0,579.0,35436.0,wikiart,사실주의,Portrait L.K. Makovsky,train_and_test,False,17107.jpg,Realism||Vasily Tropinin||portrait
Honore Daumier,1849,caricature,355.0,512.0,24321.0,wikiart,사실주의,Larabit,train_and_test,False,1784.jpg,Realism||Honore Daumier||caricature
Frans Snyders,c.1620,still life,577.0,336.0,19371.0,wikiart,바로크 양식,A Banquet Piece,train_and_test,False,17287.jpg,Baroque||Frans Snyders||still life
Camille Corot,1871,landscape,869.0,1036.0,173244.0,wikiart,사실주의,The Valley,train_and_test,False,36617.jpg,Realism||Camille Corot||landscape
John Constable,1820,landscape,2048.0,1440.0,422668.0,wikiart,낭만주의,Dedham Lock and Mill,train_and_test,False,30235.jpg,Romanticism||John Constable||landscape
William Leighton Leitch,1867.0,landscape,600.0,414.0,225180.0,wikiart,낭만주의,Landscape,train_and_test,False,1565.jpg,Romanticism||William Leighton Leitch||landscape
Alfred Sisley,1874,landscape,1035.0,717.0,156775.0,wikiart,인상주의,The Road from Hampton Court,train_and_test,False,21145.jpg,Impressionism||Alfred Sisley||landscape
Amedeo Modigliani,c.1917,portrait,668.0,1125.0,134652.0,wikiart,표현주의,Minoutcha,train_and_test,False,11985.jpg,Expressionism||Amedeo Modigliani||portrait
Valentin Serov,1899.0,sketch and study,584.0,789.0,34869.0,wikiart,사실주의,Portrait of the Composer Alexander Glazunov,train_and_test,False,58786.jpg,Realism||Valentin Serov||sketch and study
Federico Zandomeneghi,1893,genre painting,1181.0,952.0,372978.0,wikiart,인상주의,The tea,train_and_test,False,76856.jpg,Impressionism||Federico Zandomeneghi||genre painting
Raphael Kirchner,1903.0,genre painting,356.0,543.0,32718.0,wikiart,아르누보,Love Flowers,train_and_test,False,89831.jpg,Art Nouveau (Modern)||Raphael Kirchner||genre painting
Vasily Surikov,c.1884,portrait,644.0,1000.0,112863.0,wikiart,사실주의,Neapolitan girl with flowers in her hair,train_and_test,False,34822.jpg,Realism||Vasily Surikov||portrait
Ford Madox Brown,,literary painting,500.0,700.0,42882.0,wikiart,낭만주의,Manfred on the Jungfrau,test_only,False,70415.jpg,Romanticism||Ford Madox Brown||literary painting
Stefan Luchian,,still life,475.0,700.0,96526.0,wikiart,인상주의,Tufănele în ulcică,train_and_test,False,84362.jpg,Impressionism||Stefan Luchian||still life
