artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
Konstantin Somov,1934,literary painting,719.0,1000.0,92889.0,wikiart,Symbolism,Cecile de Volanzh,train_and_test,True,33428.jpg
Gustave Moreau,1869,mythological painting,667.0,1128.0,219514.0,wikiart,Symbolism,Perseus and Andromeda,train_and_test,True,65679.jpg
Franz Stuck,1913,religious painting,3000.0,4127.0,2144708.0,wikiart,Symbolism,Susanna and the Elders,train_and_test,True,96668.jpg
Franz Stuck,1891,nude painting (nu),400.0,550.0,35153.0,wikiart,Symbolism,Sensuality,train_and_test,False,61419.jpg
Nicholas Roerich,1936,landscape,1800.0,1355.0,71186.0,wikiart,Symbolism,Star of the Hero,train_and_test,False,63019.jpg
Konstantin Vasilyev,,mythological painting,2621.0,4288.0,2993716.0,wikiart,Symbolism,Basil Buslaev,test_only,False,72038.jpg
William Blake,1808,illustration,707.0,914.0,335668.0,wikiart,Symbolism,Illustration to Milton`s Paradise Lost ,train_and_test,True,5884.jpg
Arnold Böcklin,1883,mythological painting,700.0,541.0,57629.0,wikiart,Symbolism,Prometheus,train_and_test,True,98499.jpg
William Blake,1795,religious painting,1024.0,754.0,688127.0,wikiart,Symbolism,Naomi entreating Ruth and Orpah to return to the land of Moab,train_and_test,False,42515.jpg
Konstantin Somov,1903,genre painting,784.0,1000.0,191370.0,wikiart,Symbolism,How Dressed in the Old Days (Lady and Cavalier),train_and_test,True,62782.jpg
Nicholas Roerich,1932,landscape,1800.0,1117.0,1399634.0,wikiart,Symbolism,Path to Kailas,train_and_test,True,87375.jpg
Albert Pinkham Ryder,1891.0,literary painting,782.0,768.0,171476.0,wikiart,Symbolism,Siegfried and the Rhine Maidens,test_only,False,12974.jpg
The Dream,c.1904,symbolic painting,934.0,1133.0,273993.0,wikiart,Symbolism,Still Life,train_and_test,True,98316.jpg
Mikalojus Ciurlionis,1909,landscape,699.0,630.0,541256.0,wikiart,Symbolism,Andante (Sonata of the Pyramids) ,train_and_test,True,36451.jpg
William Blake,1820,symbolic painting,805.0,548.0,91884.0,wikiart,Symbolism,Los,train_and_test,True,6696.jpg
Konstantin Bogaevsky,1942,landscape,1000.0,682.0,138748.0,wikiart,Symbolism,Landscape with waterfall and bridge,train_and_test,True,100117.jpg
James Tissot,c.1902,religious painting,445.0,346.0,148663.0,wikiart,Symbolism,"Joseph Converses With Judah, His Brother",train_and_test,True,69525.jpg
Nicholas Roerich,1914,religious painting,1000.0,674.0,145751.0,wikiart,Symbolism,Procopius the Righteous is praying of unknown navigating,train_and_test,True,58203.jpg
Mikhail Vrubel,1887,religious painting,716.0,518.0,28316.0,wikiart,Symbolism,Pieta ,train_and_test,True,53666.jpg
Odilon Redon,1883,portrait,1726.0,1995.0,1194784.0,wikiart,Symbolism,Madness,train_and_test,True,68811.jpg
Nicholas Roerich,1924,religious painting,1800.0,1126.0,1160118.0,wikiart,Symbolism,Signs of Christ,train_and_test,False,72617.jpg
Odilon Redon,c.1907,mythological painting,1280.0,951.0,339258.0,wikiart,Symbolism,Pegasus and the Hydra,train_and_test,True,52584.jpg
Arnold Böcklin,,mythological painting,421.0,700.0,107514.0,wikiart,Symbolism,Dragon walking between rocks,train_and_test,True,74604.jpg
trois sorcières assises sur la lande,,illustration,512.0,768.0,93316.0,wikiart,Symbolism,Projet d'illustration pour Macbeth,train_and_test,True,9733.jpg
Odilon Redon,,symbolic painting,569.0,1132.0,176279.0,wikiart,Symbolism,Poet's Dream,train_and_test,True,17541.jpg
Nicholas Roerich,1936,design,1190.0,1800.0,1564957.0,wikiart,Symbolism,Castle,train_and_test,True,51373.jpg
Ferdinand Hodler,1900,symbolic painting,2048.0,922.0,314695.0,wikiart,Symbolism,The day,train_and_test,True,102576.jpg
Kuzma Petrov-Vodkin,1915,portrait,800.0,1000.0,138473.0,wikiart,Symbolism,Portrait of Ria (Portrait of A.A. Kholopova),train_and_test,False,49581.jpg
Nicholas Roerich,c.1931,landscape,1800.0,1700.0,1723635.0,wikiart,Symbolism,Himalayas (study),train_and_test,True,50192.jpg
Viktor Vasnetsov,1893.0,religious painting,326.0,1000.0,96107.0,wikiart,Symbolism,Alexander Nevsky ,train_and_test,True,59704.jpg
Kimon Loghi,,mythological painting,1000.0,874.0,147996.0,wikiart,Symbolism,Scenă mitologică,train_and_test,True,90192.jpg
William Holman Hunt,,religious painting,955.0,1200.0,419248.0,wikipedia,Symbolism,Christ and the two Marys,train_and_test,True,24955.jpg
Odilon Redon,c.1894,symbolic painting,1040.0,1057.0,172392.0,wikiart,Symbolism,The Child,train_and_test,True,67061.jpg
Konstantin Somov,,landscape,1000.0,713.0,223079.0,wikiart,Symbolism,Martyshkino,train_and_test,True,80598.jpg
Gustav Klimt,1898,sketch and study,2234.0,3000.0,758668.0,wikiart,Symbolism,Painted composition draft Jusisprudenz,train_and_test,True,83795.jpg
James Tissot,c.1902,religious painting,379.0,600.0,210539.0,wikiart,Symbolism,Deborah Beneath the Palm Tree,train_and_test,True,87463.jpg
Martiros Saryan,1904,symbolic painting,800.0,587.0,101556.0,wikiart,Symbolism,Fairy tale,train_and_test,True,43369.jpg
Konstantin Somov,1900,design,805.0,1000.0,179238.0,wikiart,Symbolism,Cover of Theater Program 'Theatre de L Hermitage',train_and_test,False,76385.jpg
Kuzma Petrov-Vodkin,1926,genre painting,761.0,1000.0,163401.0,wikiart,Symbolism,Anxiety ,train_and_test,True,86036.jpg
Nicholas Roerich,1936,genre painting,1024.0,684.0,123637.0,wikiart,Symbolism,Compassion,train_and_test,True,60368.jpg
Mikhail Vrubel,1891,design,716.0,562.0,45842.0,wikiart,Symbolism,Italian Night (Sketch for the curtain in Russian Private Opera),train_and_test,True,57347.jpg
Konstantin Somov,1904,genre painting,1000.0,749.0,175384.0,wikiart,Symbolism,Bathing,train_and_test,True,92737.jpg
Lajos Gulacsy ,1907,cityscape,792.0,700.0,176662.0,wikiart,Symbolism,Return of the Pilgrims,train_and_test,True,47638.jpg
Konstantin Bogaevsky,1903,landscape,1000.0,752.0,186766.0,wikiart,Symbolism,Night at the seaside,train_and_test,False,80252.jpg
George Frederick Watts,,allegorical painting,376.0,800.0,71804.0,wikipedia,Symbolism,Love and Death,train_and_test,True,51678.jpg
Roger de La Fresnaye,,portrait,2069.0,2474.0,406909.0,wikiart,Symbolism,A Romanian ,test_only,False,71558.jpg
Mikalojus Ciurlionis,1908,symbolic painting,822.0,1024.0,209344.0,wikiart,Symbolism,Andante (Sonata of the Summer) ,train_and_test,True,10722.jpg
Franz Stuck,,symbolic painting,550.0,570.0,55653.0,wikiart,Symbolism,The Murderer,train_and_test,False,12920.jpg
James Tissot,c.1894,religious painting,497.0,799.0,92907.0,wikiart,Symbolism,"The Youth of Jesus, illustration for 'The Life of Christ'",train_and_test,True,59872.jpg
Mikalojus Ciurlionis,1907,landscape,796.0,1024.0,147714.0,wikiart,Symbolism,My road (I),train_and_test,False,25254.jpg
George Washington Lambert,,portrait,1866.0,2375.0,2042252.0,wikiart,Symbolism,Hera,train_and_test,False,97604.jpg
Odilon Redon,,flower painting,579.0,1022.0,127250.0,wikiart,Symbolism,Flowers,train_and_test,True,50306.jpg
William Blake,1807,illustration,816.0,974.0,243403.0,wikiart,Symbolism,Illustration to Milton`s Paradise Lost ,train_and_test,True,35607.jpg
Felicien Rops,,nude painting (nu),2109.0,3072.0,1205858.0,wikiart,Symbolism,Women,train_and_test,True,75747.jpg
Mikhail Vrubel,1888,literary painting,735.0,1000.0,236470.0,wikiart,Symbolism,Hamlet and Ophelia,train_and_test,True,97075.jpg
Luc-Olivier Merson,,illustration,1044.0,1542.0,1308721.0,wikiart,Symbolism,The Hunchback of Notre-Dame illustration,train_and_test,True,93310.jpg
William Blake,,illustration,562.0,800.0,164101.0,wikiart,Symbolism,"Illustration to Dante's Divine Comedy, Hell",train_and_test,True,22721.jpg
Odilon Redon,c.1914,mythological painting,1439.0,1816.0,313726.0,wikiart,Symbolism,The Cyclops,train_and_test,True,11466.jpg
Theodor Severin Kittelsen,,mythological painting,1500.0,989.0,426169.0,wikiart,Symbolism,Gutt Paa Hvit Hest,train_and_test,True,51674.jpg
Edward Burne-Jones,1888,mythological painting,575.0,643.0,30415.0,wikiart,Symbolism,The Escape of Perseus,train_and_test,False,60158.jpg
Konstantin Somov,1898,genre painting,694.0,1000.0,115364.0,wikiart,Symbolism,Poets,train_and_test,True,90939.jpg
Viktor Vasnetsov,1881.0,mythological painting,4000.0,2600.0,8437889.0,wikiart,Symbolism,Bogatyrs,train_and_test,True,24633.jpg
Gustav Klimt,1909,portrait,490.0,990.0,385761.0,wikiart,Symbolism,Old Woman,train_and_test,True,22191.jpg
Arnold Böcklin,1884,religious painting,1983.0,2559.0,3037990.0,wikiart,Symbolism,The Hermit,train_and_test,True,44692.jpg
William Blake,1796,illustration,526.0,600.0,50983.0,wikiart,Symbolism,A Negro Hung Alive by the Ribs to a Gallows,train_and_test,True,76700.jpg
Nicholas Roerich,1933,religious painting,1024.0,639.0,92526.0,wikiart,Symbolism,Madonna the Protector,train_and_test,True,1279.jpg
Mikhail Nesterov,1895,religious painting,411.0,530.0,43808.0,wikiart,Symbolism,Descent into Hell,train_and_test,True,6918.jpg
Kuzma Petrov-Vodkin,1932,sketch and study,1000.0,1000.0,228324.0,wikiart,Symbolism,In the smithy ,train_and_test,True,11199.jpg
Felicien Rops,1879,illustration,541.0,800.0,133270.0,wikiart,Symbolism,Illustration of 'Les Diaboliques',train_and_test,True,93975.jpg
Martiros Saryan,1903,landscape,760.0,800.0,145829.0,wikiart,Symbolism,By the river,train_and_test,True,46072.jpg
Kuzma Petrov-Vodkin,1921,still life,1000.0,810.0,238502.0,wikiart,Symbolism,Still life ,train_and_test,True,83870.jpg
Koloman Moser,1913,landscape,4722.0,3102.0,9018058.0,wikiart,Symbolism,Landscape in Semmering,train_and_test,True,12455.jpg
Pierre Puvis de Chavannes,1865,genre painting,2024.0,1445.0,429960.0,wikipedia,Symbolism,Autumn,train_only,True,80070.jpg
George Washington Lambert,,genre painting,692.0,443.0,147501.0,wikiart,Symbolism,The Sonnet,train_and_test,True,63354.jpg
Mstislav Dobuzhinsky,1923,cityscape,658.0,536.0,464364.0,wikiart,Symbolism,Old city in Kaunas,train_and_test,True,40187.jpg
Paul Mathiopoulos,1896.0,cityscape,870.0,587.0,139423.0,wikiart,Symbolism,Panepistimiou street,train_only,True,60702.jpg
Henri Fantin-Latour,,mythological painting,800.0,598.0,170850.0,wikiart,Symbolism,Diana and Her Handmaidens,train_and_test,True,94717.jpg
Nicholas Roerich,1922,genre painting,1800.0,1255.0,1499042.0,wikiart,Symbolism,And we are not afraid,train_and_test,False,28765.jpg
Gustave Moreau,,mythological painting,1877.0,2294.0,292344.0,wikiart,Symbolism,Arion,train_and_test,True,102675.jpg
Mikhail Vrubel,1885,self-portrait,828.0,1202.0,330102.0,wikiart,Symbolism,Self Portrait,train_and_test,True,99815.jpg
Konstantin Vasilyev,,mythological painting,2886.0,4617.0,1782946.0,wikiart,Symbolism,Alyosha Popovich and lovely maiden,test_only,False,3974.jpg
Mikhail Nesterov,1911,religious painting,700.0,505.0,68516.0,wikiart,Symbolism,Christ with Martha and Mary,train_and_test,True,91359.jpg
William Blake,1807,illustration,825.0,1009.0,202896.0,wikiart,Symbolism,Illustration to Milton`s Paradise Lost ,train_and_test,True,47821.jpg
Mstislav Dobuzhinsky,1933,cityscape,567.0,446.0,50665.0,wikiart,Symbolism,Seda. Church.,train_and_test,False,12256.jpg
Kuzma Petrov-Vodkin,1916,religious painting,501.0,800.0,88317.0,wikiart,Symbolism,Archangel Michael ,train_and_test,True,30808.jpg
Ferdinand Hodler,1910,landscape,2000.0,1562.0,2497532.0,wikiart,Symbolism,Niesen,train_and_test,True,314.jpg
Felicien Rops,1879,illustration,551.0,800.0,151000.0,wikiart,Symbolism,At a Dinner of Atheists,train_and_test,True,32289.jpg
Odilon Redon,1896,symbolic painting,600.0,806.0,191455.0,wikiart,Symbolism,"He falls, head-first, into the abyss (plate 17)",train_and_test,False,60269.jpg
Vilhelm Hammershoi,1886.0,portrait,1106.0,1024.0,169206.0,wikipedia,Symbolism,"Frederikke Hammershøi, the artist's mother",test_only,False,16984.jpg
Mikhail Nesterov,1922,genre painting,500.0,428.0,27101.0,wikiart,Symbolism,Spring,train_and_test,True,71090.jpg
Odilon Redon,c.1916,symbolic painting,819.0,1057.0,124160.0,wikipedia,Symbolism,The Man,train_and_test,True,68901.jpg
Eugene Carriere,1896.0,portrait,868.0,1024.0,156362.0,wikiart,Symbolism,Portrait de Henri Rochefort ,train_and_test,True,14456.jpg
Leon Spilliaert,,genre painting,427.0,640.0,75988.0,wikiart,Symbolism,Girls on a Dune,train_and_test,False,32611.jpg
James Tissot,1900,religious painting,2019.0,1393.0,2338407.0,wikiart,Symbolism,The Fire of Atonement,train_and_test,True,27515.jpg
Gustave Moreau,1864,mythological painting,1113.0,2260.0,407935.0,wikiart,Symbolism,The Sphinx,train_and_test,True,100286.jpg
Kuzma Petrov-Vodkin,1910,sketch and study,731.0,1000.0,62995.0,wikiart,Symbolism,Drawing for the painting's Dream ,train_and_test,False,60675.jpg
Akseli Gallen-Kallela,1903.0,sketch and study,2000.0,1037.0,616708.0,wikipedia,Symbolism,"By the River of Tuonela, study for the Jusélius Mausoleum frescos ",train_and_test,True,75677.jpg
William Blake,1820,illustration,2183.0,2805.0,1765428.0,wikiart,Symbolism,The Youthful Poet`s Dream,train_and_test,True,74556.jpg
Mstislav Dobuzhinsky,,cityscape,570.0,322.0,197231.0,wikiart,Symbolism,Baltic townscape,train_and_test,False,87364.jpg
Leon Spilliaert,,landscape,486.0,640.0,54586.0,wikiart,Symbolism,A Forest,train_and_test,True,39570.jpg
Mikhail Vrubel,c.1887,flower painting,505.0,776.0,24251.0,wikiart,Symbolism,White Iris,train_and_test,True,48278.jpg
Kuzma Petrov-Vodkin,1934,genre painting,769.0,1000.0,125872.0,wikiart,Symbolism,The girl at the desk ,train_and_test,True,9500.jpg
Leon Spilliaert,1913.0,genre painting,500.0,419.0,35444.0,wikiart,Symbolism,Young Woman and Dog,train_and_test,True,34793.jpg
Ferdinand Hodler,1891,sketch and study,1704.0,2976.0,2590578.0,wikiart,Symbolism,Study of the disappointed souls or Weary of life,train_and_test,True,19945.jpg
Lady Macbeth somnambule,,illustration,561.0,768.0,89405.0,wikiart,Symbolism,Projet d'illustration pour Macbeth,train_and_test,False,824.jpg
Lajos Gulacsy ,1907,literary painting,978.0,680.0,105916.0,wikiart,Symbolism,Dante's Meeting with Beatrice,train_and_test,False,21019.jpg
Mikhail Nesterov,1928,genre painting,494.0,724.0,34529.0,wikiart,Symbolism,Elegy. Blind Musician.,train_and_test,False,72948.jpg
Eugene Carriere,1893.0,self-portrait,488.0,599.0,58055.0,wikiart,Symbolism,Self-portrait ,train_and_test,True,25205.jpg
Konstantin Somov,1898,interior,1000.0,885.0,154041.0,wikiart,Symbolism,In the Nursery,train_and_test,True,15689.jpg
Gustave Moreau,1865,mythological painting,1576.0,2489.0,258027.0,wikipedia,Symbolism,Orpheus,train_and_test,True,37382.jpg
Arnold Böcklin,c.1872,literary painting,1000.0,1262.0,204097.0,wikiart,Symbolism,"Angelika, guarded by a dragon (Angelica and Ruggiero)",train_and_test,False,98570.jpg
Konstantin Somov,1911,portrait,623.0,1000.0,72125.0,wikiart,Symbolism,Portrait of G. Hirschman,train_and_test,True,17985.jpg
Mikalojus Ciurlionis,1906,landscape,1024.0,1015.0,253377.0,wikiart,Symbolism,Sparks (I),train_and_test,True,21575.jpg
Arnold Böcklin,1888,allegorical painting,3306.0,2220.0,3668713.0,wikiart,Symbolism,The Island of Life,train_and_test,True,59554.jpg
Konstantin Yuon,1909,religious painting,1200.0,903.0,611524.0,wikiart,Symbolism,Adam and Eve,train_and_test,True,47773.jpg
Mikalojus Ciurlionis,1907,cloudscape,960.0,1024.0,266036.0,wikiart,Symbolism,Journey of the Prince (II),train_and_test,True,15561.jpg
Eliseu Visconti,,religious painting,773.0,1234.0,168487.0,wikipedia,Symbolism,Recompensa de São Sebastião,train_and_test,False,78159.jpg
Jan Toorop,1905,portrait,1099.0,1042.0,326916.0,wikiart,Symbolism,Portrait of Emma Bellwidt on the Beach at Domburg,train_and_test,True,19867.jpg
Felicien Rops,1882,religious painting,1816.0,2618.0,1296542.0,wikiart,Symbolism,The Satanic. Calvary,train_and_test,True,28654.jpg
Franz Stuck,,portrait,576.0,600.0,181942.0,wikiart,Symbolism,Fighting Amazons,train_and_test,True,84773.jpg
Mikhail Nesterov,1906,genre painting,466.0,450.0,41165.0,wikiart,Symbolism,By Volga,train_and_test,False,97954.jpg
Arnold Böcklin,1858,mythological painting,686.0,900.0,150980.0,wikiart,Symbolism,Pan among the reeds,train_and_test,True,100658.jpg
Theodor Severin Kittelsen,1908.0,landscape,490.0,452.0,29083.0,wikiart,Symbolism,Svelgfoss Norsk Hydro,train_and_test,True,90596.jpg
Kuzma Petrov-Vodkin,1908,genre painting,1000.0,796.0,185932.0,wikiart,Symbolism,Coast ,train_and_test,True,74262.jpg
Nicholas Roerich,1924,cityscape,1800.0,1019.0,1334678.0,wikiart,Symbolism,And we are opening the gates,train_and_test,True,89202.jpg
Konstantin Somov,1931,still life,887.0,1000.0,206452.0,wikiart,Symbolism,Still Life. Interior,train_and_test,False,36689.jpg
Pierre Puvis de Chavannes,,religious painting,640.0,853.0,50045.0,wikiart,Symbolism,Fresco for the decoration of the Pantheon: saints (detail),train_only,True,34527.jpg
Konstantin Vasilyev,,landscape,2258.0,2854.0,3042846.0,wikiart,Symbolism,Volga,test_only,False,94790.jpg
Konstantin Bogaevsky,1929,landscape,1000.0,394.0,57520.0,wikiart,Symbolism,Valley,train_and_test,True,8135.jpg
Mikalojus Ciurlionis,1908,symbolic painting,831.0,1024.0,184734.0,wikiart,Symbolism,Finale (Sonata of the Sumer) ,train_and_test,True,50483.jpg
Mstislav Dobuzhinsky,1905,cityscape,720.0,602.0,38922.0,wikiart,Symbolism,A Cottage in St. Petersburg,train_and_test,True,3551.jpg
Odilon Redon,c.1912,flower painting,1362.0,1879.0,342684.0,wikiart,Symbolism,Flowers in a Turquoise Vase,train_and_test,False,45944.jpg
Pablo Picasso,1905,genre painting,1412.0,1984.0,516696.0,wikiart,Symbolism,Boy with a Dog,train_and_test,True,45296.jpg
Luc-Olivier Merson,1872.0,religious painting,1024.0,858.0,294986.0,wikiart,Symbolism,"The Vision, Legend of the 14th Century",train_and_test,True,77529.jpg
Kuzma Petrov-Vodkin,1923,design,607.0,1000.0,116300.0,wikiart,Symbolism,Costume Design for the tragedy of Pushkin's Boris Godunov ,train_and_test,True,1961.jpg
Gustav Klimt,1905,portrait,1256.0,2531.0,228739.0,wikiart,Symbolism,Portrait of Margaret Stonborough-Wittgenstein,train_and_test,True,6418.jpg
Luc-Olivier Merson,,illustration,356.0,504.0,61335.0,wikiart,Symbolism,Sister Gudule and Esmeralda,train_and_test,True,3053.jpg
James Tissot,c.1902,religious painting,357.0,600.0,216910.0,wikiart,Symbolism,Jephthah's Daughter,train_and_test,True,90314.jpg
Ferdinand Hodler,c.1906,landscape,4806.0,3732.0,10789503.0,wikiart,Symbolism,"Lake Geneva, overlooking the Savoyerberge",train_and_test,True,16019.jpg
Mikhail Nesterov,1906,mythological painting,1062.0,688.0,103377.0,wikiart,Symbolism,The vision to Ivan Susanin Michael's image,train_and_test,True,3369.jpg
Gustav Klimt,1916,landscape,2536.0,2556.0,1429779.0,wikiart,Symbolism,Park of Schönbrunn,train_and_test,True,77302.jpg
Gustave Moreau,1876,religious painting,894.0,1133.0,204716.0,wikiart,Symbolism,Salome in Prison,train_and_test,True,63736.jpg
Pablo Picasso,1902,genre painting,1796.0,2104.0,591817.0,wikiart,Symbolism,Mother and child,train_and_test,True,50435.jpg
Martiros Saryan,1959,landscape,848.0,586.0,70803.0,wikiart,Symbolism,Armenia,train_and_test,True,45169.jpg
Odilon Redon,1910,symbolic painting,793.0,1033.0,224941.0,wikiart,Symbolism,The Crown,train_and_test,False,81600.jpg
William Blake,1809,illustration,487.0,629.0,108953.0,wikiart,Symbolism,Illustration to Milton`s On the Morning of Christ`s Nativity ,train_and_test,True,82923.jpg
Felicien Rops,,genre painting,512.0,705.0,103398.0,wikiart,Symbolism,Father Muck,train_and_test,True,16242.jpg
Konstantin Somov,1920,genre painting,1000.0,705.0,151838.0,wikiart,Symbolism,Lovers,train_and_test,True,58632.jpg
William Blake,1826,illustration,633.0,466.0,43394.0,wikiart,Symbolism,Satan smiting Job with boils,train_and_test,True,16591.jpg
James Tissot,1896,religious painting,691.0,900.0,152528.0,wikiart,Symbolism,The Lord's Prayer,train_and_test,True,54971.jpg
Viktor Vasnetsov,1910.0,mythological painting,2020.0,1500.0,607496.0,wikiart,Symbolism,Boyan,train_and_test,True,164.jpg
Odilon Redon,1896,design,600.0,841.0,107133.0,wikiart,Symbolism,"Frontpiece for ""The Temptation of Saint Anthony"" ",train_and_test,True,37357.jpg
Alfred Kubin,,symbolic painting,496.0,700.0,125990.0,wikiart,Symbolism,Der Todesengel,train_and_test,True,42818.jpg
Arnold Böcklin,1875,mythological painting,800.0,583.0,103220.0,wikiart,Symbolism,Nymph,train_and_test,True,24270.jpg
Odilon Redon,c.1900,flower painting,687.0,999.0,188382.0,wikiart,Symbolism,Bouquet of Wild Flowers ,train_and_test,True,94373.jpg
George Frederick Watts,1900,cloudscape,424.0,512.0,68212.0,wikiart,Symbolism,Study of Clouds,train_and_test,True,19902.jpg
William Blake,1820,illustration,590.0,741.0,128399.0,wikiart,Symbolism,Christ refusing the banquet offered by Satan,train_and_test,True,71392.jpg
Luc-Olivier Merson,1885.0,mythological painting,831.0,996.0,167639.0,wikiart,Symbolism,An ethereal beauty with putti in the clouds  ,train_and_test,True,20974.jpg
Konstantin Somov,1903,design,798.0,1000.0,149033.0,wikiart,Symbolism,Frontispiece of the Journal 'World of Art',train_and_test,False,25793.jpg
Konstantin Vasilyev,,mythological painting,2844.0,4607.0,1672487.0,wikiart,Symbolism,Svjatogor's gift,test_only,False,64091.jpg
Felicien Rops,1877,genre painting,1784.0,2600.0,1028201.0,wikiart,Symbolism,Lady with Puppet,train_and_test,True,1172.jpg
Luc-Olivier Merson,1908.0,religious painting,1562.0,1895.0,635336.0,wikiart,Symbolism,The Annunciation,train_and_test,False,101877.jpg
Nicholas Roerich,1932,landscape,1800.0,1144.0,1207863.0,wikiart,Symbolism,Devita,train_and_test,True,32673.jpg
Franz Stuck,1913,genre painting,3200.0,2206.0,564480.0,wikiart,Symbolism,Dinner,train_and_test,False,43700.jpg
Mikalojus Ciurlionis,1903,symbolic painting,908.0,1024.0,212738.0,wikiart,Symbolism,Funeral Symphony (V),train_and_test,False,14303.jpg
Konstantin Somov,1907,design,681.0,1000.0,153885.0,wikiart,Symbolism,Frontispiece to the Book of Poems V. Ivanov 'Cor Ardens',train_and_test,False,5214.jpg
Konstantin Bogaevsky,1923,landscape,1000.0,653.0,183805.0,wikiart,Symbolism,The village Kozy,train_and_test,True,37700.jpg
Mstislav Dobuzhinsky,1933,cityscape,567.0,408.0,54726.0,wikiart,Symbolism,"Plungės, water mill",train_and_test,True,64415.jpg
Arnold Böcklin,1866,genre painting,2536.0,1891.0,502401.0,wikiart,Symbolism,Idyll,train_and_test,True,41294.jpg
William Blake,,illustration,800.0,652.0,170547.0,wikiart,Symbolism,Illustration to Book of Job,train_and_test,True,82669.jpg
Konstantin Somov,,genre painting,1000.0,753.0,119347.0,wikiart,Symbolism,Masquerade,train_and_test,True,6843.jpg
Odilon Redon,1903,cloudscape,1634.0,1375.0,439981.0,wikiart,Symbolism,Flower Clouds,train_and_test,False,1079.jpg
Konstantin Yuon,1921,symbolic painting,1535.0,1066.0,731434.0,wikiart,Symbolism,New Planet,train_and_test,True,23626.jpg
Mstislav Dobuzhinsky,,interior,2400.0,3690.0,1088371.0,wikiart,Symbolism,"Interior. Newport, Rhode Island.",train_and_test,True,80058.jpg
Konstantin Somov,1928,pastorale,818.0,1000.0,162265.0,wikiart,Symbolism,Pastoral Scene with Two Girls,train_and_test,True,81764.jpg
Kuzma Petrov-Vodkin,1912,sketch and study,699.0,1000.0,149588.0,wikiart,Symbolism,Female head ,train_and_test,True,24724.jpg
Ferdinand Hodler,1915,landscape,2400.0,1959.0,2234645.0,wikiart,Symbolism,Montanasee,train_and_test,True,97838.jpg
Nicholas Roerich,1922,cityscape,1800.0,1262.0,2509791.0,wikiart,Symbolism,And we bring the light,train_and_test,True,60777.jpg
Serge Sudeikin,1910,genre painting,1000.0,732.0,75217.0,wikiart,Symbolism,Lovers under the moon,train_and_test,False,53111.jpg
William Blake,1815,illustration,492.0,624.0,167727.0,wikiart,Symbolism,Illustration to Milton`s On the Morning of Christ`s Nativity,train_and_test,True,81021.jpg
Nicholas Roerich,1933,landscape,1024.0,668.0,125214.0,wikiart,Symbolism,Flowers of Timur (The Lights of Victory),train_and_test,False,3006.jpg
Mikhail Vrubel,1899,design,1000.0,757.0,176051.0,wikiart,Symbolism,Sadko,train_and_test,True,65010.jpg
Luc-Olivier Merson,,illustration,609.0,768.0,117418.0,wikiart,Symbolism,Projet d'illustration pour Macbeth- apparition du spectre à Macbeth,train_and_test,False,45461.jpg
James Tissot,c.1902,religious painting,445.0,345.0,161405.0,wikiart,Symbolism,Joseph Makes Himself Known to His Brethren,train_and_test,False,45731.jpg
Konstantin Somov,1934,portrait,807.0,1000.0,110110.0,wikipedia,Symbolism,Portrait of Alexandra Levchenko,train_and_test,True,36774.jpg
Henri Martin,,mythological painting,1233.0,788.0,492595.0,wikiart,Symbolism,Orpheus,train_and_test,False,89303.jpg
Konstantin Vasilyev,,mythological painting,2679.0,4394.0,3238711.0,wikiart,Symbolism,Volga and Mikula,test_only,False,73187.jpg
Charles Maurin,1893.0,symbolic painting,881.0,1258.0,314614.0,wikipedia,Symbolism,Ravachol,train_only,True,53249.jpg
Pierre Puvis de Chavannes,1881,genre painting,1888.0,1548.0,355935.0,wikiart,Symbolism,The Poor Fisherman,train_only,True,74531.jpg
Mikhail Vrubel,c.1891,illustration,600.0,440.0,66515.0,wikiart,Symbolism,Demon looking to the valley,train_and_test,True,30201.jpg
Kuzma Petrov-Vodkin,1921,cityscape,1000.0,757.0,170686.0,wikiart,Symbolism,Samarkand ,train_and_test,True,60867.jpg
Mikhail Nesterov,1915,self-portrait,1000.0,910.0,79463.0,wikiart,Symbolism,Self-portrait,train_and_test,True,45166.jpg
James Tissot,,religious painting,900.0,595.0,160639.0,wikiart,Symbolism,"The Hidden Treasure, illustration from 'The Life of Our Lord Jesus Christ'",train_and_test,True,47577.jpg
Odilon Redon,1877,symbolic painting,1456.0,1640.0,1604311.0,wikiart,Symbolism,Head of a martyr,train_and_test,True,50723.jpg
Gustav Klimt,1902,portrait,501.0,750.0,58599.0,wikiart,Symbolism,Portrait of a Girl,train_and_test,True,57740.jpg
Konstantinos Parthenis,1899,self-portrait,498.0,650.0,85092.0,wikiart,Symbolism,Self-Portrait,train_only,True,92550.jpg
Konstantin Somov,1902,design,1000.0,280.0,106451.0,wikiart,Symbolism,Exlibris of A. Benois,train_and_test,True,30835.jpg
William Blake,1795,mythological painting,2024.0,1497.0,311647.0,wikiart,Symbolism,Hecate  The Night of Enitharmon`s Joy,train_and_test,True,99682.jpg
Mstislav Dobuzhinsky,1925,cityscape,2583.0,3453.0,1067427.0,wikiart,Symbolism,A Street Scene from Riga,train_and_test,True,59311.jpg
Fernand Khnopff,1888,nude painting (nu),500.0,443.0,85509.0,wikiart,Symbolism,Pallentes Radere Mores,train_and_test,True,44874.jpg
